regulator	target	mor	likelihood
AATF	RBM14	0.060303440400772	0.988195861264937
AATF	MRPL24	-0.0350341427581465	0.988050131157097
AATF	RNF187	0.0836396088498068	0.987904401049257
AATF	ZRANB2	-0.0443266764047436	0.987758670941416
AATF	RNPEPL1	0.0972484701639068	0.987612940833576
AATF	SNAP47	0.0554732381055603	0.987467210725736
AATF	DALRD3	0.0705825147695668	0.987321480617896
AATF	DAPK3	0.0911315939973559	0.987175750510055
AATF	DERL2	0.07519483051657	0.987030020402215
AATF	FAM96A	0.103604111308522	0.986884290294375
AATF	TAGLN	0.0993375428461441	0.986738560186534
AATF	FBXL5	-0.023790296463095	0.986592830078694
AATF	MRPL34	0.0262232964808283	0.986447099970854
AATF	STK19	0.042555221178828	0.986301369863014
AATF	SLC38A2	0.0232603093260279	0.986155639755173
AATF	COQ4	-0.023120777291114	0.986009909647333
AATF	KRCC1	0.0602926743787092	0.985864179539493
AATF	RNF207	0.0496936387756301	0.985718449431653
AATF	HYI	0.0219704474357964	0.985572719323812
AATF	CCDC84	0.0395960737430572	0.985426989215972
AATF	CPNE1	-0.0260096180106041	0.985281259108132
AATF	TAOK3	0.115884487574504	0.985135529000291
AATF	PRKRA	0.0461119456308677	0.984989798892451
AATF	WWC2	0.0618147129388993	0.984844068784611
AATF	COPRS	0.0687186124928914	0.984698338676771
AATF	UFM1	0.021774874979252	0.98455260856893
AATF	CCT2	0.0303884556144319	0.98440687846109
AATF	COMMD1	-0.0004033869706661	0.98426114835325
AATF	TFF3	0.0477062005487771	0.98411541824541
AATF	UBQLN1	0.136717036090039	0.983969688137569
AATF	VASP	0.0611530207079624	0.983823958029729
AATF	ACTR10	-0.0060994746346783	0.983678227921889
AATF	CS	0.0547997362043756	0.983532497814048
AATF	GRHPR	-0.0381332263225741	0.983386767706208
AATF	BAMBI	0.0728966793076724	0.983241037598368
AATF	NDUFB5	0.0421745085982678	0.983095307490528
AATF	SOX6	0.0709604825032584	0.982949577382687
AATF	PHYHD1	-0.0011882745978565	0.982803847274847
AATF	IFNGR1	-0.0010375092742763	0.982658117167007
AATF	FANCF	0.020085720091585	0.982512387059166
AATF	ARPC5L	0.0269037259601765	0.982366656951326
AATF	STAP2	0.0454902624046251	0.982220926843486
AATF	RNF5	0.0145919097508504	0.982075196735646
AATF	GLO1	-0.0047525538901522	0.981929466627805
AATF	FAM153A	0.0313318353072648	0.981783736519965
AATF	GCA	0.057690026532948	0.981638006412125
AATF	RNASET2	0.0660842414255739	0.981492276304284
AATF	NDUFA7.1	0.0006064090412426	0.981346546196444
AATF	JOSD2	0.0410584433987358	0.981200816088604
AATF	ACOT2	0.0619157381419216	0.981055085980764
AATF	RAB20	0.0288924186749081	0.980909355872923
AATF	UBL3	-0.0296051422090047	0.980763625765083
AATF	FAM192A	0.107467714382413	0.980617895657243
AATF	C20orf24	0.031214969366691	0.980472165549403
AATF	TTC19	0.133243145104514	0.980326435441562
AATF	SPG21	0.0275640301762948	0.980180705333722
AATF	ANAPC5	0.0471546696771334	0.980034975225882
AATF	OTUB1	0.0195261137188134	0.979889245118041
AATF	SF3A2	0.104796361523304	0.979743515010201
AATF	PSMD1	0.0616024603623353	0.979597784902361
AATF	KHSRP	0.0460643637529095	0.979452054794521
AATF	CNOT8	0.0675012264815367	0.97930632468668
AATF	ATP6V0E2	0.106495381671692	0.97916059457884
AATF	NCOR2	0.0878932821748902	0.979014864471
AATF	IQCK	-0.090657381433992	0.97886913436316
AATF	MBNL2	0.0591307747040997	0.978723404255319
AATF	LYRM2	0.0460930166027164	0.978577674147479
AATF	STXBP3	0.0208613630084192	0.978431944039639
AATF	VDAC3	-0.0001140192777496	0.978286213931798
AATF	RARRES2	0.016755263422879	0.978140483823958
AATF	PTRHD1	0.093908758045014	0.977994753716118
AATF	ISOC2	0.0677209697831968	0.977849023608278
AATF	STXBP2	0.0471988763414921	0.977703293500437
AATF	KLF11	0.0596995306807387	0.977557563392597
AATF	KDM5C	0.0544545588684268	0.977411833284757
AATF	ESF1	0.0136828508938164	0.977266103176916
AATF	CYP4V2	0.0313390685659207	0.977120373069076
AATF	BCL7C	0.0671301362241499	0.976974642961236
AATF	ITGB8	0.077844771454041	0.976828912853395
AATF	C1R	-0.0157815518450624	0.976683182745555
AATF	HM13	0.0450809076805813	0.976537452637715
AATF	RAD21	0.0483725946111225	0.976391722529875
AATF	GAMT	-0.0235519850484328	0.976245992422034
AATF	MYO1B	0.0496709922167595	0.976100262314194
AATF	MESDC2	-0.0125382802127775	0.975954532206354
AATF	ZNF618	0.108238463654967	0.975808802098514
AATF	DNAJC3	0.0482674062980804	0.975663071990673
AATF	WDR45	0.0708622703267804	0.975517341882833
AATF	FAM103A1	-0.006612616379321	0.975371611774993
AATF	GNB1	0.0478693845714345	0.975225881667152
AATF	CADM1	0.0089793502203633	0.975080151559312
AATF	TMEM9B	0.0153152685152163	0.974934421451472
AATF	RILPL2	0.034868559918459	0.974788691343632
AATF	IGF2BP2	0.0362199323960719	0.974642961235791
AATF	TANK	0.0295511080863661	0.974497231127951
AATF	C2orf68	0.0491213197114875	0.974351501020111
AATF	NARG2	0.0610371663031891	0.97420577091227
AATF	DDX1	0.0183719912149235	0.97406004080443
AATF	C11orf57	0.0683292335308207	0.97391431069659
AATF	CYB5B	0.0682528387661544	0.97376858058875
AATF	PPL	0.0344599685974681	0.973622850480909
AATF	RPL7L1	0.0490689788058637	0.973477120373069
AATF	LSM6	0.0416041473169987	0.973331390265229
AATF	DPYSL2	0.0355364321405352	0.973185660157388
AATF	SEPT2	0.101972926727728	0.973039930049548
AATF	EIF3A	-0.0197428885957561	0.972894199941708
AATF	DNAJA1	0.0337836893290744	0.972748469833868
AATF	RAD23B	-0.0048298088251439	0.972602739726027
AATF	IFI35	0.0106463689546441	0.972457009618187
AATF	FIBP	0.0392411510988102	0.972311279510347
AATF	BTBD16	-0.0286898321448648	0.972165549402507
AATF	CLEC16A	-0.0623199158324407	0.972019819294666
AATF	TRAF3IP1	0.0325355202586474	0.971874089186826
AATF	PSMC1	-0.0631719958543563	0.971728359078986
AATF	MRPS5	-0.0139357912467118	0.971582628971145
AATF	FYCO1	0.0434457627477832	0.971436898863305
AATF	FXYD3	0.0540244762454279	0.971291168755465
AATF	TMEM115	0.052423664627199	0.971145438647625
AATF	SLC35E3	0.0431218840307223	0.970999708539784
AATF	PRPSAP1	0.0359536109929965	0.970853978431944
AATF	BTF3L4	-0.0633978059215156	0.970708248324104
AATF	PDHX	-0.0146658563405168	0.970562518216263
AATF	C14orf159	0.0457704683924256	0.970416788108423
AATF	C19orf60	-0.0040164410632644	0.970271058000583
AATF	PRRC2A	0.0510149278950102	0.970125327892743
AATF	LRP6	0.046817827407862	0.969979597784902
AATF	SPIDR	0.0060163918741499	0.969833867677062
AATF	ZNF667-AS1	0.0247621447812929	0.969688137569222
AATF	ARSE	-0.0003931904519895	0.969542407461382
AATF	MRPS18B	0.0430657858847294	0.969396677353541
AATF	IER3IP1.1	-0.005222377284694	0.969250947245701
AATF	SMIM14	0.0219258398357224	0.969105217137861
AATF	CISD1	-0.0335581213110166	0.96895948703002
AATF	RCC2	0.0491603252084028	0.96881375692218
AATF	SYTL4	0.0232755684611445	0.96866802681434
AATF	DEF8	0.0195060759252064	0.9685222967065
AATF	PAIP1	0.0262639445012738	0.968376566598659
AATF	PGK1	0.0158089095552925	0.968230836490819
AATF	FZD5	0.0378151075327265	0.968085106382979
AATF	ARRDC3	0.163343446410611	0.967939376275138
AATF	CCNT2	0.0522477249024613	0.967793646167298
AATF	EDARADD	0.0028652095200038	0.967647916059458
AATF	APOLD1	0.0608595353557671	0.967502185951618
AATF	BZW1	0.0590883942140558	0.967356455843777
AATF	HSBP1L1	0.0680078542754318	0.967210725735937
AATF	MRPL46	0.0370097169271585	0.967064995628097
AATF	COPB1	0.04995820783554	0.966919265520257
AATF	SH3GLB1	0.0341224147371908	0.966773535412416
AATF	TMF1	0.0691787009951641	0.966627805304576
AATF	CPQ	0.0384945901694231	0.966482075196736
AATF	WDTC1	0.0867977713403725	0.966336345088895
AATF	EBP	-0.0025348019161203	0.966190614981055
AATF	PHGDH	0.0333095974525691	0.966044884873215
AATF	TOR1AIP2	0.0444282428367527	0.965899154765375
AATF	SIGIRR	0.094399648470049	0.965753424657534
AATF	PPP1CC	-0.0070964326539231	0.965607694549694
AATF	ZBTB8B	0.0456648798280273	0.965461964441854
AATF	GPN1	0.0638216815548485	0.965316234334013
AATF	HCFC1R1	0.0347565575576259	0.965170504226173
AATF	PDLIM5	0.0051788048472874	0.965024774118333
AATF	TUSC2	0.0281993205343832	0.964879044010493
AATF	CEP68	0.0100443410742701	0.964733313902652
AATF	RAB7A	-0.0331080400736924	0.964587583794812
AATF	RNH1	0.0051709740782154	0.964441853686972
AATF	AKR7A2	0.11986510923225	0.964296123579131
AATF	SEPHS2	-0.0174305230521843	0.964150393471291
AATF	UBE2S	-0.0136207447244984	0.964004663363451
AATF	PSMC3	-0.0387892690060894	0.96385893325561
AATF	NIPSNAP1	0.0708466177546561	0.96371320314777
AATF	THYN1	-0.0293714255054565	0.96356747303993
AATF	NOTCH2	-0.0306362999371376	0.96342174293209
AATF	SMPDL3A	0.0207697451471109	0.96327601282425
AATF	CTRC	0.0095178796947867	0.963130282716409
AATF	FABP5	0.0180683325388208	0.962984552608569
AATF	NAPA	0.103234292296919	0.962838822500729
AATF	CLTC	-0.0080467881854786	0.962693092392888
AATF	PTER	0.0465774473114813	0.962547362285048
AATF	HAX1	-0.0092038048443	0.962401632177208
AATF	COA6	0.0468691535071343	0.962255902069368
AATF	CKS1B	0.119676320508056	0.962110171961527
AATF	CNP	0.0541971707507231	0.961964441853687
AATF	HIP1R	0.0474997128263492	0.961818711745847
AATF	UQCC2	-0.0056600828813538	0.961672981638006
AATF	POLR2H	-0.0008284637817755	0.961527251530166
AATF	ZNF33A	0.0795047918470138	0.961381521422326
AATF	PFDN4	0.009844869644866	0.961235791314486
AATF	PRCP	0.0057652499353434	0.961090061206645
AATF	NUMB	0.0281557943700234	0.960944331098805
AATF	OTUD4	0.0513518595219054	0.960798600990965
AATF	CERS6	0.0728728731475784	0.960652870883124
AATF	DPM1	0.0318672802689316	0.960507140775284
AATF	BAD	0.0547586468519395	0.960361410667444
AATF	SAP30BP	0.0275577492334002	0.960215680559604
AATF	SRSF2	-0.0232864882992252	0.960069950451763
AATF	NR2F2	0.0052584261942458	0.959924220343923
AATF	AGFG2	0.0673553292894677	0.959778490236083
AATF	CNPY2	-0.0164617963403357	0.959632760128243
AATF	ALKBH3	0.087015519186283	0.959487030020402
AATF	SPINT2	0.0373192665120021	0.959341299912562
AATF	HIPK1	0.0653210253158642	0.959195569804722
AATF	NDUFA10	0.0475963382049854	0.959049839696881
AATF	N4BP2L1	0.0253448761169233	0.958904109589041
AATF	C21orf59	-0.0206072363648584	0.958758379481201
AATF	PRRC2B	0.0236871058605507	0.95861264937336
AATF	CGGBP1	0.0721020332532099	0.95846691926552
AATF	CSRP1	0.0148741770707114	0.95832118915768
AATF	SS18L2	0.0403270720054513	0.95817545904984
AATF	CCND3	0.0609085073847042	0.958029728942
AATF	ZFYVE19	0.0224656571134173	0.957883998834159
AATF	EPRS	0.0481748421279634	0.957738268726319
AATF	HERC6	0.0338530788149584	0.957592538618479
AATF	SOAT1	-0.0011739783937194	0.957446808510638
AATF	HLA-F	0.028435091995423	0.957301078402798
AATF	TMEM106B	0.0184084001462409	0.957155348294958
AATF	TRIOBP	0.144770095679685	0.957009618187117
AATF	NDUFA8	-0.0089208295554706	0.956863888079277
AATF	NPRL2	0.0170320182790436	0.956718157971437
AATF	THAP4	0.0404419677747171	0.956572427863597
AATF	GMCL1	0.0031168774468238	0.956426697755756
AATF	COTL1	0.0701705213466807	0.956280967647916
AATF	MAGEF1	0.0737091630500243	0.956135237540076
AATF	MAGED2	0.0148239877900454	0.955989507432236
AATF	RBM10	0.0109133384720181	0.955843777324395
AATF	LEPROTL1	-0.0714547587282665	0.955698047216555
AATF	TBCB	0.0310915496420089	0.955552317108715
AATF	ELP6	0.0076042293666863	0.955406587000874
AATF	ABHD17B	-0.0339196015353763	0.955260856893034
AATF	BARX2	-0.0216606825827063	0.955115126785194
AATF	CCDC71	0.0615502048702903	0.954969396677354
AATF	LMO4	0.115095201370429	0.954823666569513
AATF	COMMD7	0.0486127839116687	0.954677936461673
AATF	MED4	0.041830743011065	0.954532206353833
AATF	EEF2K	0.0153309339316369	0.954386476245992
AATF	RPA1	0.117326342759516	0.954240746138152
AATF	AIMP1	0.0549230530371535	0.954095016030312
AATF	LAPTM4B	0.0316791156816954	0.953949285922472
AATF	NT5C2	0.0697888071615391	0.953803555814631
AATF	XPNPEP1	0.0083667151212384	0.953657825706791
AATF	NISCH	0.0350244404373835	0.953512095598951
AATF	RICTOR	0.0346073094339227	0.95336636549111
AATF	CDC42EP4	0.0636065543035395	0.95322063538327
AATF	ARL3	0.0437726120200169	0.95307490527543
AATF	MRPS2	0.0535866416784936	0.95292917516759
AATF	LRCH4	0.145421591387983	0.952783445059749
AATF	ALG5	0.12188000728123	0.952637714951909
AATF	KLHL7	0.0835666935650703	0.952491984844069
AATF	SLC3A2	0.0331476743469424	0.952346254736228
AATF	RAB8A	0.043070626845068	0.952200524628388
AATF	ARSD	0.0628352234203776	0.952054794520548
AATF	HEXA	0.0065376722999565	0.951909064412708
AATF	VWA1	0.0161127990931098	0.951763334304867
AATF	CENPN	0.0180946631647246	0.951617604197027
AATF	COPG1	-0.0117041100890543	0.951471874089187
AATF	AC005152.3	0.0893842771893994	0.951326143981347
AATF	PDXDC1	0.0504506720997823	0.951180413873506
AATF	YY1	0.0229509705471191	0.951034683765666
AATF	ERP44	0.0308591126107894	0.950888953657826
AATF	NBPF1	0.0212359689550555	0.950743223549985
AATF	CHP1	0.0062621575766911	0.950597493442145
AATF	EIF4E	0.0419558647362694	0.950451763334305
AATF	RSBN1L	0.0978194048897214	0.950306033226465
AATF	CNOT10	0.0098565780593853	0.950160303118624
AATF	SF3B4	0.0759174317806798	0.950014573010784
AATF	KLHL13	0.0499879629680993	0.949868842902944
AATF	RDH13	-0.0103557223441601	0.949723112795103
AATF	STXBP1	0.0676006349924617	0.949577382687263
AATF	REG4	-0.0145017295039116	0.949431652579423
AATF	TMEM251	-0.0280606819142994	0.949285922471583
AATF	SFXN4	0.0458448206725666	0.949140192363742
AATF	GLTP	0.0909824896039554	0.948994462255902
AATF	BIRC2	0.0480473643130047	0.948848732148062
AATF	ZNF512B	0.0032863764819406	0.948703002040222
AATF	ANAPC13	-0.0039389564178177	0.948557271932381
AATF	C1D	0.0517700715265265	0.948411541824541
AATF	TOB2	0.0249433690924219	0.948265811716701
AATF	CSNK2B	0.0079106414709589	0.94812008160886
AATF	ZBED5	0.0902766073676609	0.94797435150102
AATF	DAP3	0.0425046601296783	0.94782862139318
AATF	ERICH1	0.076025644843931	0.94768289128534
AATF	SYNJ2BP	-0.0111084533614795	0.947537161177499
AATF	MSN	0.0279315143002772	0.947391431069659
AATF	QARS	0.0385671623318912	0.947245700961819
AATF	NFU1	0.0764290082773906	0.947099970853978
AATF	FARS2	0.0145866623494655	0.946954240746138
AATF	YTHDF3	0.0408829398140849	0.946808510638298
AATF	TDG	0.0002321421235789	0.946662780530458
AATF	TMEM167A	0.0841714122396778	0.946517050422617
AATF	CISD2	0.0746530986413526	0.946371320314777
AATF	ABHD14A	0.0478338201108965	0.946225590206937
AATF	PBXIP1	0.0645560169522028	0.946079860099097
AATF	SETD7	0.0794189175171968	0.945934129991256
AATF	DNAJC8	0.043350432571682	0.945788399883416
AATF	ATG12	0.0784737585013534	0.945642669775576
AATF	MICU2	0.0136852324645047	0.945496939667735
AATF	LSM1	0.0684946167675985	0.945351209559895
AATF	TJAP1	0.0215415763225405	0.945205479452055
AATF	FLOT2	-0.0005294721255401	0.945059749344215
AATF	MPG	0.0668870509322649	0.944914019236374
AATF	TMEM63A	0.0646757200141956	0.944768289128534
AATF	NME3	-0.007332517622287	0.944622559020694
AATF	MVB12A	0.0437975333376673	0.944476828912853
AATF	CDC34	0.0725227067211248	0.944331098805013
AATF	CCNC	-0.0065022607140708	0.944185368697173
AATF	GABARAPL1	0.0946347310817217	0.944039638589333
AATF	GSK3A	0.0348177976325134	0.943893908481492
AATF	SP100	0.0157254404174578	0.943748178373652
AATF	SERGEF	0.0740265753393591	0.943602448265812
AATF	PDIA5	0.0395842515324997	0.943456718157971
AATF	RPN2	0.045482668305195	0.943310988050131
AATF	INSIG2	0.0707600455401033	0.943165257942291
AATF	DVL3	0.091833638864308	0.943019527834451
AATF	SRSF7	-0.0308190134714305	0.94287379772661
AATF	MFSD1	0.0113844167528333	0.94272806761877
AATF	DUSP3	0.154726206076522	0.94258233751093
AATF	KMT2C	-0.0375076787666907	0.942436607403089
AATF	MECP2	0.0338545266562288	0.942290877295249
AATF	MCUR1	0.0495862584094905	0.942145147187409
AATF	MON1B	0.0704555963482872	0.941999417079569
AATF	ATP6AP1	0.0921227223955088	0.941853686971728
AATF	PCMTD2	0.120391283011957	0.941707956863888
AATF	FLNB	0.0867805828651675	0.941562226756048
AATF	GIGYF2	0.0996186280130588	0.941416496648207
AATF	CTSZ	0.0560342212676356	0.941270766540367
AATF	GRSF1	0.0025119204368062	0.941125036432527
AATF	IP6K2	0.0025631720983704	0.940979306324687
AATF	TRAK1	0.0949674476438223	0.940833576216846
AATF	MRPL22	-0.0609819031673852	0.940687846109006
AATF	TIMM10B	0.0669741124833808	0.940542116001166
AATF	GAK	0.0799689011872235	0.940396385893326
AATF	FKBP9	0.0439822914467415	0.940250655785485
AATF	PCCA	0.0365576400348081	0.940104925677645
AATF	TRAPPC3	0.0620365227637988	0.939959195569805
AATF	HHEX	-0.0997985827680749	0.939813465461964
AATF	RHEB	0.0092575004529544	0.939667735354124
AATF	NFKBIZ	0.0412185329252485	0.939522005246284
AATF	FARP1	0.0753453400684816	0.939376275138444
AATF	ENPP5	0.0517200768095574	0.939230545030603
AATF	SP140L	0.0483188996950943	0.939084814922763
AATF	NKTR	0.0182656791008284	0.938939084814923
AATF	PRDX6	0.0797210109553759	0.938793354707082
AATF	TMEM50B	0.0071807251392837	0.938647624599242
AATF	TRABD	0.0346094205590039	0.938501894491402
AATF	MFSD10	0.0082652928669174	0.938356164383562
AATF	IQGAP2	0.0277976792846354	0.938210434275721
AATF	USP47	0.0243452760131972	0.938064704167881
AATF	ABHD11	-0.0548449539097865	0.937918974060041
AATF	LTBP3	0.0608774107442338	0.9377732439522
AATF	FBL	0.0517245483465666	0.93762751384436
AATF	ARID4B	0.0286737748744146	0.93748178373652
AATF	CSNK1G2	0.0861723393087744	0.93733605362868
AATF	ACSL3	0.064417449194589	0.937190323520839
AATF	ZNF3	0.0351698399911829	0.937044593412999
AATF	ZNF503	0.0711623525770687	0.936898863305159
AATF	BAIAP2L1	0.0389953641070022	0.936753133197319
AATF	ZBTB18	0.0672311973733474	0.936607403089478
AATF	HERPUD2	0.0951497648786043	0.936461672981638
AATF	KLF10	0.0494055963583891	0.936315942873798
AATF	RAB5C	0.0333505348782881	0.936170212765957
AATF	PDCD10	0.0661085929536151	0.936024482658117
AATF	MPHOSPH8	0.04187916967092	0.935878752550277
AATF	FBXO32	0.0126052498432702	0.935733022442437
AATF	EIF6	0.0555350635418739	0.935587292334596
AATF	PSMB2	-0.0010568552045022	0.935441562226756
AATF	TMEM192	0.0135823369606715	0.935295832118916
AATF	SERAC1	0.0566938112639984	0.935150102011076
AATF	TIPRL	0.0480134340301126	0.935004371903235
AATF	HECTD1	-0.0128184766752159	0.934858641795395
AATF	C7orf73	0.0472025999124818	0.934712911687555
AATF	SMCO4	0.113958857306095	0.934567181579714
AATF	BAZ1A	0.0310100581951532	0.934421451471874
AATF	CYB5R1	0.0112526433024207	0.934275721364034
AATF	ASB8	0.0639537437119847	0.934129991256194
AATF	CD2BP2	0.105301235403007	0.933984261148353
AATF	C1orf122	0.0769869958211334	0.933838531040513
AATF	NCOA5	0.0508308609375804	0.933692800932673
AATF	GPI	0.0469612771836306	0.933547070824832
AATF	RBBP7	-0.0083968068272028	0.933401340716992
AATF	USP16	0.0464094523733466	0.933255610609152
AATF	ZMAT5	0.00323061728848	0.933109880501312
AATF	KRT80	0.0461388822148316	0.932964150393471
AATF	C7orf55	0.0551601796380316	0.932818420285631
AATF	MAST4	0.0936518378672156	0.932672690177791
AATF	FDX1	0.0413915794858243	0.93252696006995
AATF	COMMD4	0.0110734378669537	0.93238122996211
AATF	NMI	0.0313109816453865	0.93223549985427
AATF	BRD2	0.0534351178264549	0.93208976974643
AATF	GSTM4	0.0190621382919824	0.931944039638589
AATF	MINK1	0.059342104697277	0.931798309530749
AATF	A2M-AS1	0.0052997369894748	0.931652579422909
AATF	STXBP6	0.0578510800944797	0.931506849315068
AATF	DHX9	0.10707398096595	0.931361119207228
AATF	SMARCE1	0.0520719679640249	0.931215389099388
AATF	PRPF3	0.0808207168022464	0.931069658991548
AATF	ELP2	-0.0060501150603759	0.930923928883707
AATF	PBX3	0.0619279546377936	0.930778198775867
AATF	RAMP2	0.0972518916722984	0.930632468668027
AATF	ARHGAP29	0.0270479559501451	0.930486738560186
AATF	MIEF1	0.0449119992492366	0.930341008452346
AATF	RAB14	-0.0057332482727558	0.930195278344506
AATF	EIF2AK1	0.0023651851816666	0.930049548236666
AATF	SMIM15	0.050367021178886	0.929903818128825
AATF	GTF3C5	0.0576389744394712	0.929758088020985
AATF	COPZ1	-0.0630912229578268	0.929612357913145
AATF	NUDT3	0.0851427101479197	0.929466627805305
AATF	CDK10	0.0544636430597514	0.929320897697464
AATF	FAM114A1	0.0587074489831273	0.929175167589624
AATF	COL15A1	0.0556625663317164	0.929029437481784
AATF	PFDN6	0.0880044018541416	0.928883707373943
AATF	RALGAPA2	0.0991254396683084	0.928737977266103
AATF	C3orf62	0.0068445436721623	0.928592247158263
AATF	RALBP1	0.0434607890721045	0.928446517050423
AATF	DTL	0.051184525285483	0.928300786942582
AATF	MED10	-0.0372160218824211	0.928155056834742
AATF	NUFIP2	-0.003290809225408	0.928009326726902
AATF	ZNF444	0.077117248356636	0.927863596619061
AATF	SSB	0.0535571096354104	0.927717866511221
AATF	CYP20A1	0.0583874111905008	0.927572136403381
AATF	SLTM	0.0624428667735429	0.927426406295541
AATF	LINC00116	-0.0078592130835462	0.9272806761877
AATF	NSFL1C	0.0450365339988755	0.92713494607986
AATF	UBE2Q2	0.0718120247997828	0.92698921597202
AATF	SORT1	0.0173173527356236	0.92684348586418
AATF	LRRC8A	0.0734343775837006	0.926697755756339
AATF	C15orf61	0.0008628518888715	0.926552025648499
AATF	DDX19B	0.0033222203282326	0.926406295540659
AATF	OLA1	0.022499345998649	0.926260565432818
AATF	BET1L	0.0610292285621647	0.926114835324978
AATF	CCL4	0.0178027087285418	0.925969105217138
AATF	CISD3	0.0448378054672844	0.925823375109298
AATF	NUB1	0.0095377853244887	0.925677645001457
AATF	NUP210	0.0742702724552012	0.925531914893617
AATF	PON2	0.0443229474501527	0.925386184785777
AATF	NSMF	0.0689784704153624	0.925240454677936
AATF	UBE4A	0.0889013016507196	0.925094724570096
AATF	ABHD2	-0.0092776853399859	0.924948994462256
AATF	MOB3B	-0.0393151090121032	0.924803264354416
AATF	MORF4L2	0.006177173356952	0.924657534246575
AATF	NSRP1	0.0138616542582796	0.924511804138735
AATF	CKB	0.0516869442783707	0.924366074030895
